"row_id","pr_id","pr_number","pr_title","filename","line_number","rule_name","severity","message","fix_hint","line_content","feature_0","feature_1","feature_2","feature_3","feature_4","feature_5","feature_6","feature_7","feature_8","label","notes"
"698","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-reconciler/src/forks/ReactFiberConfig.noop.js","10","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// This is a host config that's used for the internal `react-noop-renderer`.","1","0","0","0","0","1","0","0","1","0",""
"699","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-reconciler/src/forks/ReactFiberConfig.noop.js","11","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","//","1","0","0","0","0","0","0","0","1","0",""
"700","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-reconciler/src/forks/ReactFiberConfig.noop.js","12","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// Its API lets you pass the host config as an argument.","1","0","0","0","0","1","0","0","1","0",""
"701","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-reconciler/src/forks/ReactFiberConfig.noop.js","13","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// However, inside the `react-reconciler` we treat host config as a module.","1","0","0","0","0","1","0","0","1","0",""
"702","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-reconciler/src/forks/ReactFiberConfig.noop.js","14","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// This file is a shim between two worlds.","1","0","0","0","0","1","0","0","1","0",""
"703","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-reconciler/src/forks/ReactFiberConfig.noop.js","15","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","//","1","0","0","0","0","0","0","0","1","0",""
"704","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-reconciler/src/forks/ReactFiberConfig.noop.js","16","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","// It works because the `react-reconciler` bundle is wrapped in something like:","1","0","0","0","0","0","0","0","1","0",""
"705","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-reconciler/src/forks/ReactFiberConfig.noop.js","17","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","//","1","0","0","0","0","0","0","0","1","0",""
"706","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-reconciler/src/forks/ReactFiberConfig.noop.js","19","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","// /* reconciler code */","1","0","0","0","0","0","0","0","1","0",""
"707","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-reconciler/src/forks/ReactFiberConfig.noop.js","21","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","//","1","0","0","0","0","0","0","0","1","0",""
"708","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-reconciler/src/forks/ReactFiberConfig.noop.js","23","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// really an argument to a top-level wrapping function.","1","0","0","0","0","1","0","0","1","0",""
"709","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-reconciler/src/forks/ReactFiberConfig.noop.js","104","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","// -------------------","1","0","0","0","0","0","0","0","1","0",""
"710","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-reconciler/src/forks/ReactFiberConfig.noop.js","107","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","// -------------------","1","0","0","0","0","0","0","0","1","0",""
"711","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-reconciler/src/forks/ReactFiberConfig.noop.js","111","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","// -------------------","1","0","0","0","0","0","0","0","1","0",""
"712","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-reconciler/src/forks/ReactFiberConfig.noop.js","114","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","// -------------------","1","0","0","0","0","0","0","0","1","0",""
"713","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-reconciler/src/forks/ReactFiberConfig.noop.js","124","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","// -------------------","1","0","0","0","0","0","0","0","1","0",""
"714","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-reconciler/src/forks/ReactFiberConfig.noop.js","127","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","// -------------------","1","0","0","0","0","0","0","0","1","0",""
"715","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-reconciler/src/forks/ReactFiberConfig.noop.js","175","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","// -------------------","1","0","0","0","0","0","0","0","1","0",""
"716","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-reconciler/src/forks/ReactFiberConfig.noop.js","178","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","// -------------------","1","0","0","0","0","0","0","0","1","0",""
"717","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-reconciler/src/forks/ReactFiberConfig.noop.js","188","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","// -------------------","1","0","0","0","0","0","0","0","1","0",""
"718","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-reconciler/src/forks/ReactFiberConfig.noop.js","191","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","// -------------------","1","0","0","0","0","0","0","0","1","0",""
"719","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-reconciler/src/forks/ReactFiberConfig.noop.js","252","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","// -------------------","1","0","0","0","0","0","0","0","1","0",""
"720","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-reconciler/src/forks/ReactFiberConfig.noop.js","255","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","// -------------------","1","0","0","0","0","0","0","0","1","0",""
"721","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-reconciler/src/forks/ReactFiberConfig.noop.js","273","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","// -------------------","1","0","0","0","0","0","0","0","1","0",""
"722","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-reconciler/src/forks/ReactFiberConfig.noop.js","276","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","// -------------------","1","0","0","0","0","0","0","0","1","0",""
"723","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/flight.js","15","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// At build time, this module is wrapped as a factory function ($$$reconciler).","1","0","0","0","0","2","0","0","1","0",""
"724","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/flight.js","16","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// Consumers pass a host config object and get back the Flight server API.","1","0","0","0","0","1","0","0","1","0",""
"725","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/index.js","15","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// At build time, this module is wrapped as a factory function ($$$reconciler).","1","0","0","0","0","2","0","0","1","0",""
"726","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/index.js","16","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// Consumers pass a host config object and get back the Fizz server API.","1","0","0","0","0","1","0","0","1","0",""
"727","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactFizzConfig.noop.js","1","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","/**","1","0","0","0","0","0","0","0","1","0",""
"728","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactFizzConfig.noop.js","2","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","* Copyright (c) Meta Platforms, Inc. and affiliates.","1","0","0","0","0","3","0","0","1","0",""
"729","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactFizzConfig.noop.js","3","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","*","1","0","0","0","0","0","0","0","1","0",""
"730","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactFizzConfig.noop.js","5","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","* LICENSE file in the root directory of this source tree.","1","0","0","0","0","1","0","0","1","0",""
"731","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactFizzConfig.noop.js","6","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","*","1","0","0","0","0","0","0","0","1","0",""
"732","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactFizzConfig.noop.js","8","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","*/","1","0","0","0","0","0","0","0","1","0",""
"733","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactFizzConfig.noop.js","10","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// This is a host config that's used for the `react-server` package on npm.","1","0","0","0","0","1","0","0","1","0",""
"734","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactFizzConfig.noop.js","11","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// It is only used by third-party renderers.","1","0","0","0","0","1","0","0","1","0",""
"735","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactFizzConfig.noop.js","12","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","//","1","0","0","0","0","0","0","0","1","0",""
"736","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactFizzConfig.noop.js","13","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// Its API lets you pass the host config as an argument.","1","0","0","0","0","1","0","0","1","0",""
"737","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactFizzConfig.noop.js","14","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// However, inside the `react-server` we treat host config as a module.","1","0","0","0","0","1","0","0","1","0",""
"738","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactFizzConfig.noop.js","15","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// This file is a shim between two worlds.","1","0","0","0","0","1","0","0","1","0",""
"739","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactFizzConfig.noop.js","16","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","//","1","0","0","0","0","0","0","0","1","0",""
"740","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactFizzConfig.noop.js","17","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","// It works because the `react-server` bundle is wrapped in something like:","1","0","0","0","0","0","0","0","1","0",""
"741","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactFizzConfig.noop.js","18","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","//","1","0","0","0","0","0","0","0","1","0",""
"742","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactFizzConfig.noop.js","20","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","// /* renderer code */","1","0","0","0","0","0","0","0","1","0",""
"743","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactFizzConfig.noop.js","22","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","//","1","0","0","0","0","0","0","0","1","0",""
"744","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactFizzConfig.noop.js","24","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// really an argument to a top-level wrapping function.","1","0","0","0","0","1","0","0","1","0",""
"745","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactFizzConfig.noop.js","97","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","// -------------------------","1","0","0","0","0","0","0","0","1","0",""
"746","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactFizzConfig.noop.js","99","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","// -------------------------","1","0","0","0","0","0","0","0","1","0",""
"747","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactFlightServerConfig.noop.js","1","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","/**","1","0","0","0","0","0","0","0","1","0",""
"748","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactFlightServerConfig.noop.js","2","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","* Copyright (c) Meta Platforms, Inc. and affiliates.","1","0","0","0","0","3","0","0","1","0",""
"749","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactFlightServerConfig.noop.js","3","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","*","1","0","0","0","0","0","0","0","1","0",""
"750","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactFlightServerConfig.noop.js","5","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","* LICENSE file in the root directory of this source tree.","1","0","0","0","0","1","0","0","1","0",""
"751","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactFlightServerConfig.noop.js","6","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","*","1","0","0","0","0","0","0","0","1","0",""
"752","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactFlightServerConfig.noop.js","8","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","*/","1","0","0","0","0","0","0","0","1","0",""
"753","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactServerStreamConfig.noop.js","1","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","/**","1","0","0","0","0","0","0","0","1","0",""
"754","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactServerStreamConfig.noop.js","2","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","* Copyright (c) Meta Platforms, Inc. and affiliates.","1","0","0","0","0","3","0","0","1","0",""
"755","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactServerStreamConfig.noop.js","3","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","*","1","0","0","0","0","0","0","0","1","0",""
"756","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactServerStreamConfig.noop.js","5","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","* LICENSE file in the root directory of this source tree.","1","0","0","0","0","1","0","0","1","0",""
"757","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactServerStreamConfig.noop.js","6","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","*","1","0","0","0","0","0","0","0","1","0",""
"758","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactServerStreamConfig.noop.js","8","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","*/","1","0","0","0","0","0","0","0","1","0",""
"759","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactServerStreamConfig.noop.js","10","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// This is a host config that's used for the `react-server` package on npm.","1","0","0","0","0","1","0","0","1","0",""
"760","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactServerStreamConfig.noop.js","11","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// It is only used by third-party renderers.","1","0","0","0","0","1","0","0","1","0",""
"761","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactServerStreamConfig.noop.js","12","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","//","1","0","0","0","0","0","0","0","1","0",""
"762","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactServerStreamConfig.noop.js","13","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// Its API lets you pass the host config as an argument.","1","0","0","0","0","1","0","0","1","0",""
"763","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactServerStreamConfig.noop.js","14","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// However, inside the `react-server` we treat host config as a module.","1","0","0","0","0","1","0","0","1","0",""
"764","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactServerStreamConfig.noop.js","15","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// This file is a shim between two worlds.","1","0","0","0","0","1","0","0","1","0",""
"765","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactServerStreamConfig.noop.js","16","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","//","1","0","0","0","0","0","0","0","1","0",""
"766","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactServerStreamConfig.noop.js","17","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","// It works because the `react-server` bundle is wrapped in something like:","1","0","0","0","0","0","0","0","1","0",""
"767","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactServerStreamConfig.noop.js","18","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","//","1","0","0","0","0","0","0","0","1","0",""
"768","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactServerStreamConfig.noop.js","20","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","// /* renderer code */","1","0","0","0","0","0","0","0","1","0",""
"769","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactServerStreamConfig.noop.js","22","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","//","1","0","0","0","0","0","0","0","1","0",""
"770","3345426502","35944","[noop] Typecheck `react-noop-renderer` against host config and renderer API","packages/react-server/src/forks/ReactServerStreamConfig.noop.js","24","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// really an argument to a top-level wrapping function.","1","0","0","0","0","1","0","0","1","0",""
"771","3348386754","35948","[noop] Fail tests on unasserted recoverable errors","packages/react-noop-renderer/src/createReactNoop.js","1155","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// eslint-disable-next-line react-internal/warning-args, react-internal/no-production-logging -- renderer is only used for testing.","3","0","0","0","0","1","0","0","1","0",""
"772","3348386754","35948","[noop] Fail tests on unasserted recoverable errors","packages/react-noop-renderer/src/createReactNoop.js","1156","console-log","info","console.log() left in production code ? may expose sensitive data in logs","Remove or replace with a structured logger like winston or pino","console.error(error);","3","0","0","0","0","2","0","0","1","0",""
"773","3348386754","35948","[noop] Fail tests on unasserted recoverable errors","packages/react-reconciler/src/__tests__/ReactIncrementalErrorHandling-test.internal.js","291","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'Error: There was an error during concurrent rendering but React was able to recover by instead synchronously rendering the entire root.' +","4","0","0","0","0","1","0","0","1","0",""
"774","3348386754","35948","[noop] Fail tests on unasserted recoverable errors","packages/react-reconciler/src/__tests__/ReactIncrementalErrorHandling-test.internal.js","347","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'Error: There was an error during concurrent rendering but React was able to recover by instead synchronously rendering the entire root.' +","4","0","0","0","0","1","0","0","1","0",""
"775","3348386754","35948","[noop] Fail tests on unasserted recoverable errors","packages/react-reconciler/src/__tests__/ReactIncrementalErrorHandling-test.internal.js","1798","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'Error: There was an error during concurrent rendering but React was able to recover by instead synchronously rendering the entire root.' +","4","0","0","0","0","1","0","0","1","0",""
"776","3348386754","35948","[noop] Fail tests on unasserted recoverable errors","packages/react-reconciler/src/__tests__/ReactIncrementalErrorHandling-test.internal.js","1848","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'Error: There was an error during concurrent rendering but React was able to recover by instead synchronously rendering the entire root.' +","4","0","0","0","0","1","0","0","1","0",""
"777","3348386754","35948","[noop] Fail tests on unasserted recoverable errors","packages/react-reconciler/src/__tests__/ReactIncrementalErrorReplay-test.js","56","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'Error: There was an error during concurrent rendering but React was able to recover by instead synchronously rendering the entire root.' +","4","0","0","0","0","1","0","0","1","0",""
"778","3348386754","35948","[noop] Fail tests on unasserted recoverable errors","packages/react-reconciler/src/__tests__/useMemoCache-test.js","279","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'Error: There was an error during concurrent rendering but React was able to recover by instead synchronously rendering the entire root.' +","4","0","0","0","0","1","0","0","1","0",""
"779","3352993601","35958","[DevTools] Don't connect to pages that are being prerendered","flow-typed/environments/dom.js","1418","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","/** @see {@link https://developer.mozilla.org/en-US/docs/Web/API/Document/prerendering} */","2","0","0","0","0","2","0","0","1","0",""
"780","3352993601","35958","[DevTools] Don't connect to pages that are being prerendered","packages/react-devtools-extensions/src/contentScripts/proxy.js","37","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// React DevTools can't handle multiple documents being connected to the same extension port.","3","0","0","0","0","1","0","0","1","0",""
"781","3352993601","35958","[DevTools] Don't connect to pages that are being prerendered","packages/react-devtools-extensions/src/contentScripts/proxy.js","38","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// However, browsers are firing pageshow events while prerendering (https://issues.chromium.org/issues/489633225).","3","0","0","0","0","4","0","0","1","0",""
"782","3352993601","35958","[DevTools] Don't connect to pages that are being prerendered","packages/react-devtools-extensions/src/contentScripts/proxy.js","39","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// We need to wait until prerendering is finished before injecting the proxy.","3","0","0","0","0","1","0","0","1","0",""
"783","3352993601","35958","[DevTools] Don't connect to pages that are being prerendered","packages/react-devtools-extensions/src/contentScripts/proxy.js","40","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// In browsers with pagereveal support, listening to pagereveal would be sufficient.","3","0","0","0","0","1","0","0","1","0",""
"784","3352993601","35958","[DevTools] Don't connect to pages that are being prerendered","packages/react-devtools-extensions/src/contentScripts/proxy.js","42","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// have speculationrules but not pagereveal.","3","0","0","0","0","1","0","0","1","0",""
"785","3352405409","35957","[DevTools] Improve type coverage for extension runtime API","packages/react-devtools-extensions/src/background/index.js","1","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","/**","1","0","0","0","0","0","0","0","1","0",""
"786","3352405409","35957","[DevTools] Improve type coverage for extension runtime API","packages/react-devtools-extensions/src/background/index.js","2","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","* Copyright (c) Meta Platforms, Inc. and affiliates.","1","0","0","0","0","3","0","0","1","0",""
"787","3352405409","35957","[DevTools] Improve type coverage for extension runtime API","packages/react-devtools-extensions/src/background/index.js","3","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","*","1","0","0","0","0","0","0","0","1","0",""
"788","3352405409","35957","[DevTools] Improve type coverage for extension runtime API","packages/react-devtools-extensions/src/background/index.js","5","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","* LICENSE file in the root directory of this source tree.","1","0","0","0","0","1","0","0","1","0",""
"789","3352405409","35957","[DevTools] Improve type coverage for extension runtime API","packages/react-devtools-extensions/src/background/index.js","6","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","*","1","0","0","0","0","0","0","0","1","0",""
"790","3352405409","35957","[DevTools] Improve type coverage for extension runtime API","packages/react-devtools-extensions/src/background/index.js","8","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","*/","1","0","0","0","0","0","0","0","1","0",""
"791","3352405409","35957","[DevTools] Improve type coverage for extension runtime API","packages/react-devtools-extensions/src/background/index.js","9","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","/* global chrome, ExtensionRuntimePort */","1","0","0","0","0","0","0","0","1","0",""
